# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
2540	141	dī́vyati	kīḷati	ki:ḷati	Pali	k i: ḷ a t i	1 7 5 7 1 7	AXBYBZ	KILATI	12	12.K.C 12.I.V 12.L.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	429	dī́vyati:429
2541	141	dī́vyati	khelnā	kʰeːlnɑː	Hindi	kʰ eː l n ɑː	1 7 5 4 7	AXMBZ	KELNA	6	6.K.C 6.E.V 6.L.c 6.N.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	427	dī́vyati:427
2542	141	dī́vyati	khelnā	kʰeːlnɑː	Urdu	kʰ eː l n ɑː	1 7 5 4 7	AXMBZ	KELNA	18	18.K.C 18.E.V 18.L.c 18.N.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	427	dī́vyati:427
2543	141	dī́vyati	khelnu	kʰelnu	Nepali	kʰ e l n u	1 7 5 4 7	AXMBZ	KELNY	10	10.K.C 10.E.V 10.L.c 10.N.C 10.Y.V	2.0 1.5 1.1 1.75 0.8	0	427	dī́vyati:427
2544	141	dī́vyati	khele	kʰele	Bhojpuri	kʰ e l e	1 7 5 7	AXBZ	KELE	3	3.K.C 3.E.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	0	427	dī́vyati:427
2545	141	dī́vyati	kheḍṇā	kʰeːɖəɳaː	Punjabi	kʰ eː ɖ ə ɳ aː	1 7 1 7 4 7	AXBYBZ	KETENA	13	13.K.C 13.E.V 13.T.C 13.E.V 13.N.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	427	dī́vyati:427
2546	141	dī́vyati	kheḍaṇu	kʰeːɖaɳu	Sindhi	kʰ eː ɖ a ɳ u	1 7 1 7 4 7	AXBYBZ	KETANY	16	16.K.C 16.E.V 16.T.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	427	dī́vyati:427
2547	141	dī́vyati	ramvũ	ramvũ	Gujarati	r a m v ũ	5 7 4 3 7	AXMBZ	RAMBY	5	5.R.C 5.A.V 5.M.c 5.B.C 5.Y.V	2.0 1.5 1.1 1.75 0.8	0	430	dī́vyati:430
2548	141	dī́vyati	kheḷṇe	kʰeːḷɳe	Marathi	kʰ eː ḷ ɳ e	1 7 5 4 7	AXMBZ	KELNE	9	9.K.C 9.E.V 9.L.c 9.N.C 9.E.V	2.0 1.5 1.1 1.75 0.8	0	427	dī́vyati:427
2549	141	dī́vyati	None	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	426	dī́vyati:426
2550	141	dī́vyati	khel	None	Assamese	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	426	dī́vyati:426
2551	141	dī́vyati	khela	kʰɛla	Bengali	kʰ ɛ l a	1 7 5 7	AXBZ	KELA	2	2.K.C 2.E.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	0	427	dī́vyati:427
2552	141	dī́vyati	kheḷiba	kʰɛḷiba	Oriya	kʰ ɛ ḷ i b a	1 7 5 7 1 7	AXBYBZ	KELIPA	11	11.K.C 11.E.V 11.L.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	436	dī́vyati:436
2553	141	dī́vyati	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	426	dī́vyati:426
2554	141	dī́vyati	sellam	sellam	Sinhalese	s e ll a m	3 7 5 7 4	AXBYN	SELAM	17	17.S.C 17.E.V 17.L.C 17.A.V 17.M.c	2.0 1.5 1.75 1.3 0.8	0	442	dī́vyati:442
2555	141	dī́vyati	kuḷun̊	kuḷun̊	Dhivehi	k u ḷ u n̊	1 7 5 7 4	AXBYN	KYLYN	4	4.K.C 4.Y.V 4.L.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	429	dī́vyati:429
2556	141	dī́vyati	khelel	kʰɛlel	Romani	kʰ ɛ l e l	1 7 5 7 5	AXBYN	KELEL	14	14.K.C 14.E.V 14.L.C 14.E.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	427	dī́vyati:427
#
3547	197	dūrá	dūrá	duːɾ	Sanskrit	d uː ɾ	1 7 5	AXN	TYR	15	15.T.C 15.Y.V 15.R.c	2.0 1.5 0.8	0	445	dūrá:445
3548	197	dūrá	dūra	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3549	197	dūrá	dūr	duːɾ	Hindi	d uː ɾ	1 7 5	AXN	TYR	6	6.T.C 6.Y.V 6.R.c	2.0 1.5 0.8	0	445	dūrá:445
3550	197	dūrá	dūr	uːr	Urdu	uː r	7 5	XN	YR	18	18.Y.V 18.R.c	1.5 0.8	0	445	dūrá:445
3551	197	dūrá	ṭāḍhā	ʈäɽä	Nepali	ʈ ä ɽ ä	1 7 5 7	AXBZ	TARA	10	10.T.C 10.A.V 10.R.C 10.A.V	2.0 1.5 1.75 0.8	0	452	dūrá:452
3552	197	dūrá	dūr	duːɾ	Bhojpuri	d uː ɾ	1 7 5	AXN	TYR	3	3.T.C 3.Y.V 3.R.c	2.0 1.5 0.8	0	445	dūrá:445
3553	197	dūrá	dūr	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3554	197	dūrá	pare	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3555	197	dūrá	dūr	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3556	197	dūrá	dūr,	duːɾ	Marathi	d uː ɾ	1 7 5	AXN	TYR	9	9.T.C 9.Y.V 9.R.c	2.0 1.5 0.8	0	445	dūrá:445
3557	197	dūrá	payśillẽ	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3558	197	dūrá	dur	None	Assamese	N o n e	0 7 4 7	AXBZ	0UNE	1	1.0.C 1.U.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3559	197	dūrá	dur	None	Bengali	N o n e	0 7 4 7	AXBZ	0UNE	2	2.0.C 2.U.V 2.N.C 2.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3560	197	dūrá	durô	duɾɔ	Oriya	d u ɾ ɔ	1 7 5 7	AXBZ	TYRU	11	11.T.C 11.Y.V 11.R.C 11.U.V	2.0 1.5 1.75 0.8	0	445	dūrá:445
3561	197	dūrá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3562	197	dūrá	dura	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3563	197	dūrá	duru	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	443	dūrá:443
3564	197	dūrá	dur	ˈdu	Romani	ˈd u	1 7	AX	TY	14	14.T.C 14.Y.V	2.0 1.5	0	456	dūrá:456
#
1549	86	gala,	gala,	ɡɐlɐ	Sanskrit	ɡ ɐ l ɐ	1 7 5 7	AXBZ	KELE	15	15.K.C 15.E.V 15.L.C 15.E.V	2.0 1.5 1.75 0.8	0	458	gala,:458
1550	86	gala,	gīva	ɡi:va	Pali	ɡ i: v a	1 7 3 7	AXBZ	KIBA	12	12.K.C 12.I.V 12.B.C 12.A.V	2.0 1.5 1.75 0.8	0	458	gala,:458
1551	86	gala,	gardan	ɡəɾdən	Hindi	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	6	6.K.C 6.E.V 6.R.c 6.T.C 6.E.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	459	gala,:459
1552	86	gala,	gardan	ɡaɾdan	Urdu	ɡ a ɾ d a n	1 7 5 1 7 4	AXMBYN	KARTAN	18	18.K.C 18.A.V 18.R.c 18.T.C 18.A.V 18.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	459	gala,:459
1553	86	gala,	gardan,	ɡəɾdən	Nepali	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	10	10.K.C 10.E.V 10.R.c 10.T.C 10.E.V 10.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	459	gala,:459
1554	86	gala,	gardan	ɡəɾdən	Bhojpuri	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	3	3.K.C 3.E.V 3.R.c 3.T.C 3.E.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	459	gala,:459
1555	86	gala,	gardan	ɡəɾdən	Punjabi	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	13	13.K.C 13.E.V 13.R.c 13.T.C 13.E.V 13.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	459	gala,:459
1556	86	gala,	ɠicī	ɠicī	Sindhi	ɠ i c ī	1 7 1 7	AXBZ	KICI	16	16.K.C 16.I.V 16.C.C 16.I.V	2.0 1.5 1.75 0.8	0	457	gala,:457
1557	86	gala,	gaḷũ	ɠaḷũ	Gujarati	ɠ a ḷ ũ	1 7 5 7	AXBZ	KALY	5	5.K.C 5.A.V 5.L.C 5.Y.V	2.0 1.5 1.75 0.8	0	461	gala,:461
1558	86	gala,	gaḷā	gala:	Marathi	g a l a:	1 7 5 7	AXBZ	KALA	9	9.K.C 9.A.V 9.L.C 9.A.V	2.0 1.5 1.75 0.8	0	461	gala,:461
1559	86	gala,	gaḷo	galo	Konkani	g a l o	1 7 5 7	AXBZ	KALU	8	8.K.C 8.A.V 8.L.C 8.U.V	2.0 1.5 1.75 0.8	0	461	gala,:461
1560	86	gala,	diṅi	diŋi	Assamese	d i ŋ i	1 7 4 7	AXBZ	TINI	1	1.T.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	457	gala,:457
1561	86	gala,	gôla	ɡɔla	Bengali	ɡ ɔ l a	1 7 5 7	AXBZ	KULA	2	2.K.C 2.U.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	0	458	gala,:458
1562	86	gala,	bekô	bɜkɔ	Oriya	b ɜ k ɔ	1 7 1 7	AXBZ	PEKU	11	11.P.C 11.E.V 11.K.C 11.U.V	2.0 1.5 1.75 0.8	0	467	gala,:467
1563	86	gala,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	460	gala,:460
1564	86	gala,	bella	bɜlla:	Sinhalese	b ɜ ll a:	1 7 5 7	AXBZ	PELA	17	17.P.C 17.E.V 17.L.C 17.A.V	2.0 1.5 1.75 0.8	0	467	gala,:467
1565	86	gala,	karu	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	0	460	gala,:460
1566	86	gala,	korr	kʰɔrː	Romani	kʰ ɔ rː	1 7 5	AXN	KUR	14	14.K.C 14.U.V 14.R.c	2.0 1.5 0.8	0	470	gala,:470
#
523	29	ghaná	ghaná	ɡʱən	Sanskrit	ɡʱ ə n	1 7 4	AXN	KEN	15	15.K.C 15.E.V 15.N.c	2.0 1.5 0.8	0	485	ghaná:485
524	29	ghaná	bahala,	baˈhalaʔ	Pali	b a ˈh a l a ʔ	1 7 3 7 5 7 1	AXBYBYN	PAHALAH	12	12.P.C 12.A.V 12.H.C 12.A.V 12.L.C 12.A.V 12.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	482	ghaná:482
525	29	ghaná	gāṛhā	ɡɑːɽʱɑː	Hindi	ɡ ɑː ɽʱ ɑː	1 7 5 7	AXBZ	KARA	6	6.K.C 6.A.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	473	ghaná:473
526	29	ghaná	gāṛhā	ɡɑːɽʱɑː	Urdu	ɡ ɑː ɽʱ ɑː	1 7 5 7	AXBZ	KARA	18	18.K.C 18.A.V 18.R.C 18.A.V	2.0 1.5 1.75 0.8	0	473	ghaná:473
527	29	ghaná	moṭo,	moʈo	Nepali	m o ʈ o	4 7 1 7	AXBZ	MUTU	10	10.M.C 10.U.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	0	472	ghaná:472
528	29	ghaná	gāṛhā	ɡɑːɽʱɑː	Bhojpuri	ɡ ɑː ɽʱ ɑː	1 7 5 7	AXBZ	KARA	3	3.K.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	0	473	ghaná:473
529	29	ghaná	moṭā	moːʈːaː	Punjabi	m oː ʈː aː	4 7 1 7	AXBZ	MUTA	13	13.M.C 13.U.V 13.T.C 13.A.V	2.0 1.5 1.75 0.8	0	483	ghaná:483
530	29	ghaná	thulho	thulho	Sindhi	t h u l h o	1 3 7 5 3 7	ACXMBZ	THYLHU	16	16.T.C 16.H.C 16.Y.V 16.L.c 16.H.C 16.U.V	2.0 1.5 1.5 1.1 1.75 0.8	0	484	ghaná:484
531	29	ghaná	jāḍũ,	ja:ɖũ	Gujarati	j a: ɖ ũ	6 7 1 7	AXBZ	JATY	5	5.J.C 5.A.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	0	475	ghaná:475
532	29	ghaná	j̈āḍ	j̈a:ɖ	Marathi	j̈ a: ɖ	6 7 1	AXN	JAT	9	9.J.C 9.A.V 9.T.c	2.0 1.5 0.8	0	475	ghaná:475
533	29	ghaná	dāṭ	daʈ	Konkani	d a ʈ	1 7 1	AXN	TAT	8	8.T.C 8.A.V 8.T.c	2.0 1.5 0.8	0	471	ghaná:471
534	29	ghaná	dath,	datʰ	Assamese	d a tʰ	1 7 1	AXN	TAT	1	1.T.C 1.A.V 1.T.c	2.0 1.5 0.8	0	471	ghaná:471
535	29	ghaná	moṭa	ˈmoʈa	Bengali	ˈm o ʈ a	4 7 1 7	AXBZ	MUTA	2	2.M.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	472	ghaná:472
536	29	ghaná	moṭa	moʈa	Oriya	m o ʈ a	4 7 1 7	AXBZ	MUTA	11	11.M.C 11.U.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	0	472	ghaná:472
537	29	ghaná	moṭ	moʈ	Kashmiri	m o ʈ	4 7 1	AXN	MUT	7	7.M.C 7.U.V 7.T.c	2.0 1.5 0.8	0	472	ghaná:472
538	29	ghaná	gana	gana	Sinhalese	g a n a	1 7 4 7	AXBZ	KANA	17	17.K.C 17.A.V 17.N.C 17.A.V	2.0 1.5 1.75 0.8	0	482	ghaná:482
539	29	ghaná	bō,	bō	Dhivehi	b ō	1 7	AX	PU	4	4.P.C 4.U.V	2.0 1.5	0	474	ghaná:474
540	29	ghaná	thulo	thulo	Romani	t h u l o	1 3 7 5 7	ACXBZ	THYLU	14	14.T.C 14.H.C 14.Y.V 14.L.C 14.U.V	2.0 1.5 1.5 1.75 0.8	0	484	ghaná:484
#
2341	130	ghárṣati	ghárṣati	ɡʱɐɾʂɐti	Sanskrit	ɡʱ ɐ ɾ ʂ ɐ t i	1 7 5 3 7 1 7	AXMBYBZ	KERSETI	15	15.K.C 15.E.V 15.R.c 15.S.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	497	ghárṣati:497
2342	130	ghárṣati	ghaṃsati	ɡʱɐṃʂɐti	Pali	ɡʱ ɐ ṃ ʂ ɐ t i	1 7 4 3 7 1 7	AXMBYBZ	KEMSETI	12	12.K.C 12.E.V 12.M.c 12.S.C 12.E.V 12.T.C 12.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	497	ghárṣati:497
2343	130	ghárṣati	malnā	məlnɑː	Hindi	m ə l n ɑː	4 7 5 4 7	AXMBZ	MELNA	6	6.M.C 6.E.V 6.L.c 6.N.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	488	ghárṣati:488
2344	130	ghárṣati	malnā	məlnɑː	Urdu	m ə l n ɑː	4 7 5 4 7	AXMBZ	MELNA	18	18.M.C 18.E.V 18.L.c 18.N.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	488	ghárṣati:488
2345	130	ghárṣati	ghoṭnu	ɡʱoʈɳu	Nepali	ɡʱ o ʈ ɳ u	1 7 1 4 7	AXBCZ	KUTNY	10	10.K.C 10.U.V 10.T.C 10.N.C 10.Y.V	2.0 1.5 1.75 1.5 0.8	0	495	ghárṣati:495
2346	130	ghárṣati	male	male	Bhojpuri	m a l e	4 7 5 7	AXBZ	MALE	3	3.M.C 3.A.V 3.L.C 3.E.V	2.0 1.5 1.75 0.8	0	488	ghárṣati:488
2347	130	ghárṣati	maḷnā	malɑː	Punjabi	m a l ɑː	4 7 5 7	AXBZ	MALA	13	13.M.C 13.A.V 13.L.C 13.A.V	2.0 1.5 1.75 0.8	0	488	ghárṣati:488
2348	130	ghárṣati	mahṭaṇu	mahṭaṇu	Sindhi	m a h ṭ a ṇ u	4 7 3 1 7 4 7	AXMBYBZ	MAHTANY	16	16.M.C 16.A.V 16.H.c 16.T.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	501	ghárṣati:501
2349	130	ghárṣati	ghasvũ	gʱavũ	Gujarati	gʱ a v ũ	1 7 3 7	AXBZ	KABY	5	5.K.C 5.A.V 5.B.C 5.Y.V	2.0 1.5 1.75 0.8	0	486	ghárṣati:486
2350	130	ghárṣati	ghāsṇe*,	gʱɑːsɳe	Marathi	gʱ ɑː s ɳ e	1 7 3 4 7	AXBCZ	KASNE	9	9.K.C 9.A.V 9.S.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	487	ghárṣati:487
2351	130	ghárṣati	ghāusap	gʱɑːusap	Konkani	gʱ ɑːu s a p	1 7 3 7 1	AXBYN	KASAP	8	8.K.C 8.A.V 8.S.C 8.A.V 8.P.c	2.0 1.5 1.75 1.3 0.8	0	487	ghárṣati:487
2352	130	ghárṣati	ghõh	gʱo:h	Assamese	gʱ o: h	1 7 3	AXN	KUH	1	1.K.C 1.U.V 1.H.c	2.0 1.5 0.8	0	486	ghárṣati:486
2353	130	ghárṣati	ghôśa	gʱɔsa	Bengali	gʱ ɔ s a	1 7 3 7	AXBZ	KUSA	2	2.K.C 2.U.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	0	487	ghárṣati:487
2354	130	ghárṣati	ghôṣiba	gʱɔṣiba	Oriya	gʱ ɔ ṣ i b a	1 7 3 7 1 7	AXBYBZ	KUSIPA	11	11.K.C 11.U.V 11.S.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	487	ghárṣati:487
2355	130	ghárṣati	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	492	ghárṣati:492
2356	130	ghárṣati	atullanawā	atullanawā	Sinhalese	a t u ll a n a w ā	7 1 7 5 7 4 7 6 7	XBYBYBYBZ	ATYLANAWA	17	17.A.V 17.T.C 17.Y.V 17.L.C 17.A.V 17.N.C 17.A.V 17.W.C 17.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	502	ghárṣati:502
2357	130	ghárṣati	un̊gulhun̊	un̊gulhun̊	Dhivehi	u n̊ g u l h u n̊	7 4 1 7 5 3 7 4	XMBYMBYN	YNKYLHYN	4	4.Y.V 4.N.c 4.K.C 4.Y.V 4.L.c 4.H.C 4.Y.V 4.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	0	489	ghárṣati:489
2358	130	ghárṣati	morel	məˈɹɛl	Romani	m ə ˈɹ ɛ l	4 7 5 7 5	AXBYN	MEREL	14	14.M.C 14.E.V 14.R.C 14.E.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	488	ghárṣati:488
#
3061	170	girí,	girí,	ɡiɾí	Sanskrit	ɡ i ɾ í	1 7 5 7	AXBZ	KIRI	15	15.K.C 15.I.V 15.R.C 15.I.V	2.0 1.5 1.75 0.8	0	517	girí,:517
3062	170	girí,	pabbata,	pabbata	Pali	p a bb a t a	1 7 1 7 1 7	AXBYBZ	PAPATA	12	12.P.C 12.A.V 12.P.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	503	girí,:503
3063	170	girí,	pahāṛ	pəɦɑːɽ	Hindi	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	6	6.P.C 6.E.V 6.H.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3064	170	girí,	pahāṛ	pəɦɑːɽ	Urdu	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	18	18.P.C 18.E.V 18.H.C 18.A.V 18.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3065	170	girí,	pahāḍ	päːɽ	Nepali	p äː ɽ	1 7 5	AXN	PAR	10	10.P.C 10.A.V 10.R.c	2.0 1.5 0.8	0	503	girí,:503
3066	170	girí,	pahāṛ	pəɦɑːɽ	Bhojpuri	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	3	3.P.C 3.E.V 3.H.C 3.A.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3067	170	girí,	pahāṛ	pəɦɑːɽ	Punjabi	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	13	13.P.C 13.E.V 13.H.C 13.A.V 13.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3068	170	girí,	jabalu	dʒabal	Sindhi	d ʒ a b a l	1 3 7 1 7 5	ACXBYN	TSAPAL	16	16.T.C 16.S.C 16.A.V 16.P.C 16.A.V 16.L.c	2.0 1.5 1.5 1.75 1.3 0.8	0	518	girí,:518
3069	170	girí,	parvat	parvat	Gujarati	p a r v a t	1 7 5 3 7 1	AXMBYN	PARBAT	5	5.P.C 5.A.V 5.R.c 5.B.C 5.A.V 5.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	503	girí,:503
3070	170	girí,	ḍoṅgar	ɖoɽgar	Marathi	ɖ o ɽ g a r	1 7 5 1 7 5	AXMBYN	TURKAR	9	9.T.C 9.U.V 9.R.c 9.K.C 9.A.V 9.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	510	girí,:510
3071	170	girí,	doṅgar	ɖoɽgar	Konkani	ɖ o ɽ g a r	1 7 5 1 7 5	AXMBYN	TURKAR	8	8.T.C 8.U.V 8.R.c 8.K.C 8.A.V 8.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	510	girí,:510
3072	170	girí,	pahar	paɦaɹ	Assamese	p a ɦ a ɹ	1 7 3 7 5	AXBYN	PAHAR	1	1.P.C 1.A.V 1.H.C 1.A.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3073	170	girí,	pahaṛ	pahaɽ	Bengali	p a h a ɽ	1 7 3 7 5	AXBYN	PAHAR	2	2.P.C 2.A.V 2.H.C 2.A.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	503	girí,:503
3074	170	girí,	pôhaṛô,	pɔhaɽɔ	Oriya	p ɔ h a ɽ ɔ	1 7 3 7 5 7	AXBYBZ	PUHARU	11	11.P.C 11.U.V 11.H.C 11.A.V 11.R.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	503	girí,:503
3075	170	girí,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	506	girí,:506
3076	170	girí,	kanda,	kanda	Sinhalese	k a n d a	1 7 4 1 7	AXMBZ	KANTA	17	17.K.C 17.A.V 17.N.c 17.T.C 17.A.V	2.0 1.5 1.1 1.75 0.8	0	519	girí,:519
3077	170	girí,	farubada	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	506	girí,:506
3078	170	girí,	plaj	pladʑ	Romani	p l a d ʑ	1 5 7 1 3	ACXBC	PLATS	14	14.P.C 14.L.C 14.A.V 14.T.C 14.S.C	2.0 1.5 1.5 1.75 1.5	0	516	girí,:516
#
541	30	gurú	gurú	ɡʊɾuː	Sanskrit	ɡ ʊ ɾ uː	1 7 5 7	AXBZ	KYRY	15	15.K.C 15.Y.V 15.R.C 15.Y.V	2.0 1.5 1.75 0.8	0	529	gurú:529
542	30	gurú	garu	ɡàːrúː	Pali	ɡ àː r úː	1 7 5 7	AXBZ	KARY	12	12.K.C 12.A.V 12.R.C 12.Y.V	2.0 1.5 1.75 0.8	0	523	gurú:523
543	30	gurú	bhārī	bʱɑːɾiː	Hindi	bʱ ɑː ɾ iː	1 7 5 7	AXBZ	PARI	6	6.P.C 6.A.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	0	520	gurú:520
544	30	gurú	bhārī	bʱɑːɾiː	Urdu	bʱ ɑː ɾ iː	1 7 5 7	AXBZ	PARI	18	18.P.C 18.A.V 18.R.C 18.I.V	2.0 1.5 1.75 0.8	0	520	gurú:520
545	30	gurú	gahruṇgo,	ɡʌɾuŋɡo	Nepali	ɡ ʌ ɾ u ŋ ɡ o	1 7 5 7 4 1 7	AXBYMBZ	KERYNKU	10	10.K.C 10.E.V 10.R.C 10.Y.V 10.N.c 10.K.C 10.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	529	gurú:529
546	30	gurú	bhārī	bʱɑːɾiː	Bhojpuri	bʱ ɑː ɾ iː	1 7 5 7	AXBZ	PARI	3	3.P.C 3.A.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	0	520	gurú:520
547	30	gurú	bhārī	bʱɑːɾiː	Punjabi	bʱ ɑː ɾ iː	1 7 5 7	AXBZ	PARI	13	13.P.C 13.A.V 13.R.C 13.I.V	2.0 1.5 1.75 0.8	0	520	gurú:520
548	30	gurú	ɠaro	ɠaro	Sindhi	ɠ a r o	1 7 5 7	AXBZ	KARU	16	16.K.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 0.8	0	523	gurú:523
549	30	gurú	bhāre	bʱɑːɾeː	Gujarati	bʱ ɑː ɾ eː	1 7 5 7	AXBZ	PARE	5	5.P.C 5.A.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	0	520	gurú:520
550	30	gurú	j̈aḍ	dzəɖ	Marathi	d z ə ɖ	1 3 7 1	ACXN	TSET	9	9.T.C 9.S.C 9.E.V 9.T.c	2.0 1.5 1.5 0.8	0	527	gurú:527
551	30	gurú	jaḍ	dzəɖ	Konkani	d z ə ɖ	1 3 7 1	ACXN	TSET	8	8.T.C 8.S.C 8.E.V 8.T.c	2.0 1.5 1.5 0.8	0	527	gurú:527
