# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	INFOMAPID	INFERRED_CLASS
182	10	ká	ka	kɑː	Pali	k ɑː	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	0	173	ká:173
183	10	ká	kaun	kɔːn	Hindi	k ɔː n	1 7 4	AXN	KUN	6	6.K.C 6.U.V 6.N.c	2.0 1.5 0.8	0	173	ká:173
184	10	ká	kaun	kʰuːn	Urdu	kʰ uː n	1 7 4	AXN	KYN	18	18.K.C 18.Y.V 18.N.c	2.0 1.5 0.8	0	173	ká:173
185	10	ká	ko	ko	Nepali	k o	1 7	AX	KU	10	10.K.C 10.U.V	2.0 1.5	0	173	ká:173
186	10	ká	kavan,	ˈkeɪvən	Bhojpuri	ˈk eɪ v ə n	1 7 3 7 4	AXBYN	KEBEN	3	3.K.C 3.E.V 3.B.C 3.E.V 3.N.c	2.0 1.5 1.75 1.3 0.8	0	173	ká:173
187	10	ká	kauṇ	kɔːɳə	Punjabi	k ɔː ɳ ə	1 7 4 7	AXBZ	KUNE	13	13.K.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	0	173	ká:173
188	10	ká	ker	kɜr	Sindhi	k ɜ r	1 7 5	AXN	KER	16	16.K.C 16.E.V 16.R.c	2.0 1.5 0.8	0	173	ká:173
189	10	ká	koṇ	koʊṇ	Gujarati	k oʊ ṇ	1 7 4	AXN	KUN	5	5.K.C 5.U.V 5.N.c	2.0 1.5 0.8	0	173	ká:173
190	10	ká	koṇ	koːɳ	Marathi	k oː ɳ	1 7 4	AXN	KUN	9	9.K.C 9.U.V 9.N.c	2.0 1.5 0.8	0	173	ká:173
191	10	ká	koṇ	koːɳ	Konkani	k oː ɳ	1 7 4	AXN	KUN	8	8.K.C 8.U.V 8.N.c	2.0 1.5 0.8	0	173	ká:173
192	10	ká	kün	kʊn	Assamese	k ʊ n	1 7 4	AXN	KYN	1	1.K.C 1.Y.V 1.N.c	2.0 1.5 0.8	0	173	ká:173
193	10	ká	ke	ke	Bengali	k e	1 7	AX	KE	2	2.K.C 2.E.V	2.0 1.5	0	173	ká:173
194	10	ká	kie	kie	Oriya	k ie	1 7	AX	KI	11	11.K.C 11.I.V	2.0 1.5	0	173	ká:173
195	10	ká	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	173	ká:173
196	10	ká	kawuru	kawuru	Sinhalese	k a w u r u	1 7 6 7 5 7	AXBYBZ	KAWYRY	17	17.K.C 17.A.V 17.W.C 17.Y.V 17.R.C 17.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	173	ká:173
197	10	ká	kāku	kəːku	Dhivehi	k əː k u	1 7 1 7	AXBZ	KEKY	4	4.K.C 4.E.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0	173	ká:173
198	10	ká	kon	kɔn	Romani	k ɔ n	1 7 4	AXN	KUN	14	14.K.C 14.U.V 14.N.c	2.0 1.5 0.8	0	173	ká:173
#
1297	72	kárṇa	kárṇa	kəɾɳ	Sanskrit	k ə ɾ ɳ	1 7 5 4	AXLN	KERN	15	15.K.C 15.E.V 15.R.c 15.N.c	2.0 1.5 1.1 0.8	0	174	kárṇa:174
1298	72	kárṇa	kaṇṇa	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	174	kárṇa:174
1299	72	kárṇa	kān	kɑːn	Hindi	k ɑː n	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1300	72	kárṇa	kān	kɑːn	Urdu	k ɑː n	1 7 4	AXN	KAN	18	18.K.C 18.A.V 18.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1301	72	kárṇa	kān	kɑːn	Nepali	k ɑː n	1 7 4	AXN	KAN	10	10.K.C 10.A.V 10.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1302	72	kárṇa	kān	kɑːn	Bhojpuri	k ɑː n	1 7 4	AXN	KAN	3	3.K.C 3.A.V 3.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1303	72	kárṇa	kann	kənː	Punjabi	k ə nː	1 7 4	AXN	KEN	13	13.K.C 13.E.V 13.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1304	72	kárṇa	kana	kɑːnɑ	Sindhi	k ɑː n ɑ	1 7 4 7	AXBZ	KANA	16	16.K.C 16.A.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	0	174	kárṇa:174
1305	72	kárṇa	kān	kɑːn	Gujarati	k ɑː n	1 7 4	AXN	KAN	5	5.K.C 5.A.V 5.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1306	72	kárṇa	kān	kɑːn	Marathi	k ɑː n	1 7 4	AXN	KAN	9	9.K.C 9.A.V 9.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1307	72	kárṇa	kān	kɑːn	Konkani	k ɑː n	1 7 4	AXN	KAN	8	8.K.C 8.A.V 8.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1308	72	kárṇa	kan	kɑn	Assamese	k ɑ n	1 7 4	AXN	KAN	1	1.K.C 1.A.V 1.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1309	72	kárṇa	kan	kɑn	Bengali	k ɑ n	1 7 4	AXN	KAN	2	2.K.C 2.A.V 2.N.c	2.0 1.5 0.8	0	174	kárṇa:174
1310	72	kárṇa	kanô	kanɔ	Oriya	k a n ɔ	1 7 4 7	AXBZ	KANU	11	11.K.C 11.A.V 11.N.C 11.U.V	2.0 1.5 1.75 0.8	0	174	kárṇa:174
1311	72	kárṇa	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	174	kárṇa:174
1312	72	kárṇa	kana	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	174	kárṇa:174
1313	72	kárṇa	kan̊fat̊	kæn̊fæt	Dhivehi	k æ n̊ f æ t	1 7 4 3 7 1	AXMBYN	KENBET	4	4.K.C 4.E.V 4.N.c 4.B.C 4.E.V 4.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	174	kárṇa:174
1314	72	kárṇa	kan	kan	Romani	k a n	1 7 4	AXN	KAN	14	14.K.C 14.A.V 14.N.c	2.0 1.5 0.8	0	174	kárṇa:174
#
2395	133	kárṣati	kárṣati	kɐɾʂɐti	Sanskrit	k ɐ ɾ ʂ ɐ t i	1 7 5 3 7 1 7	AXMBYBZ	KERSETI	15	15.K.C 15.E.V 15.R.c 15.S.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	175	kárṣati:175
2396	133	kárṣati	khaḍḍati	kʰɑːɖɖati:	Pali	kʰ ɑː ɖɖ a t i:	1 7 1 7 1 7	AXBYBZ	KATATI	12	12.K.C 12.A.V 12.T.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	175	kárṣati:175
2397	133	kárṣati	khīñcnā	kʰiːntʃnɑː	Hindi	kʰ iː n t ʃ n ɑː	1 7 4 1 3 4 7	AXMBCCZ	KINTSNA	6	6.K.C 6.I.V 6.N.c 6.T.C 6.S.C 6.N.C 6.A.V	2.0 1.5 1.1 1.75 1.5 1.5 0.8	0	175	kárṣati:175
2398	133	kárṣati	khīncnā	kʰiːntʃnɑː	Urdu	kʰ iː n t ʃ n ɑː	1 7 4 1 3 4 7	AXMBCCZ	KINTSNA	18	18.K.C 18.I.V 18.N.c 18.T.C 18.S.C 18.N.C 18.A.V	2.0 1.5 1.1 1.75 1.5 1.5 0.8	0	175	kárṣati:175
2399	133	kárṣati	tānnu	tänːu	Nepali	t ä nː u	1 7 4 7	AXBZ	TANY	10	10.T.C 10.A.V 10.N.C 10.Y.V	2.0 1.5 1.75 0.8	0	175	kárṣati:175
2400	133	kárṣati	khīñce	kʰiːntʃnɛ	Bhojpuri	kʰ iː n t ʃ n ɛ	1 7 4 1 3 4 7	AXMBCCZ	KINTSNE	3	3.K.C 3.I.V 3.N.c 3.T.C 3.S.C 3.N.C 3.E.V	2.0 1.5 1.1 1.75 1.5 1.5 0.8	0	175	kárṣati:175
2401	133	kárṣati	khiccaṇā	kʰɪtʃːəɳäː	Punjabi	kʰ ɪ t ʃː ə ɳ äː	1 7 1 3 7 4 7	AXBCYBZ	KITSENA	13	13.K.C 13.I.V 13.T.C 13.S.C 13.E.V 13.N.C 13.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	175	kárṣati:175
2402	133	kárṣati	chikaṇu	tʃikɑːɳu	Sindhi	t ʃ i k ɑː ɳ u	1 3 7 1 7 4 7	ACXBYBZ	TSIKANY	16	16.T.C 16.S.C 16.I.V 16.K.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	175	kárṣati:175
2403	133	kárṣati	kheñcvũ	kʰeɳtʃvũ	Gujarati	kʰ e ɳ t ʃ v ũ	1 7 4 1 3 3 7	AXMBCBZ	KENTSBY	5	5.K.C 5.E.V 5.N.c 5.T.C 5.S.C 5.B.C 5.Y.V	2.0 1.5 1.1 1.75 1.5 1.75 0.8	0	175	kárṣati:175
2404	133	kárṣati	kheċṇe,	kʰetsɳe	Marathi	kʰ e t s ɳ e	1 7 1 3 4 7	AXBCCZ	KETSNE	9	9.K.C 9.E.V 9.T.C 9.S.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 1.5 0.8	0	175	kárṣati:175
2405	133	kárṣati	oḍap,	o:ᶑɑːp	Konkani	o: ᶑ ɑː p	7 0 7 1	XBYN	U0AP	8	8.U.V 8.0.C 8.A.V 8.P.c	1.5 1.75 1.3 0.8	0	175	kárṣati:175
2406	133	kárṣati	tan	tan	Assamese	t a n	1 7 4	AXN	TAN	1	1.T.C 1.A.V 1.N.c	2.0 1.5 0.8	0	175	kárṣati:175
2407	133	kárṣati	ṭana	tana	Bengali	t a n a	1 7 4 7	AXBZ	TANA	2	2.T.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 0.8	0	175	kárṣati:175
2408	133	kárṣati	ṭaṇiba	ṭaɳi:ba	Oriya	ṭ a ɳ i: b a	1 7 4 7 1 7	AXBYBZ	TANIPA	11	11.T.C 11.A.V 11.N.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	175	kárṣati:175
2409	133	kárṣati	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	175	kárṣati:175
2410	133	kárṣati	adinawā	adinawā	Sinhalese	a d i n a w ā	7 1 7 4 7 6 7	XBYBYBZ	ATINAWA	17	17.A.V 17.T.C 17.I.V 17.N.C 17.A.V 17.W.C 17.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	175	kárṣati:175
2411	133	kárṣati	demun̊	demun̊	Dhivehi	d e m u n̊	1 7 4 7 4	AXBYN	TEMYN	4	4.T.C 4.E.V 4.M.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	175	kárṣati:175
2412	133	kárṣati	cirdel	tʃrdel	Romani	t ʃ r d e l	1 3 5 1 7 5	ACXBYN	TSRTEL	14	14.T.C 14.S.C 14.R.V 14.T.C 14.E.V 14.L.c	2.0 1.5 1.5 1.75 1.3 0.8	0	176	kárṣati:176
#
1261	70	kéśa	kéśa	kɐjɕɐ	Sanskrit	k ɐ j ɕ ɐ	1 7 6 3 7	AXMBZ	KEJSE	15	15.K.C 15.E.V 15.J.c 15.S.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	178	kéśa:178
1262	70	kéśa	kesa	ˈkɛsa	Pali	ˈk ɛ s a	1 7 3 7	AXBZ	KESA	12	12.K.C 12.E.V 12.S.C 12.A.V	2.0 1.5 1.75 0.8	0	178	kéśa:178
1263	70	kéśa	bāl	bɑːl	Hindi	b ɑː l	1 7 5	AXN	PAL	6	6.P.C 6.A.V 6.L.c	2.0 1.5 0.8	0	177	kéśa:177
1264	70	kéśa	bāl	baːla	Urdu	b aː l a	1 7 5 7	AXBZ	PALA	18	18.P.C 18.A.V 18.L.C 18.A.V	2.0 1.5 1.75 0.8	0	177	kéśa:177
1265	70	kéśa	kapāl,	kəpɑːl	Nepali	k ə p ɑː l	1 7 1 7 5	AXBYN	KEPAL	10	10.K.C 10.E.V 10.P.C 10.A.V 10.L.c	2.0 1.5 1.75 1.3 0.8	0	177	kéśa:177
1266	70	kéśa	bār,	bɑːɾ	Bhojpuri	b ɑː ɾ	1 7 5	AXN	PAR	3	3.P.C 3.A.V 3.R.c	2.0 1.5 0.8	0	177	kéśa:177
1267	70	kéśa	vāl	ʋɑːl	Punjabi	ʋ ɑː l	6 7 5	AXN	WAL	13	13.W.C 13.A.V 13.L.c	2.0 1.5 0.8	0	177	kéśa:177
1268	70	kéśa	vāra	ʋɑːɾ	Sindhi	ʋ ɑː ɾ	6 7 5	AXN	WAR	16	16.W.C 16.A.V 16.R.c	2.0 1.5 0.8	0	177	kéśa:177
1269	70	kéśa	vāḷ	ʋɑːḷ	Gujarati	ʋ ɑː ḷ	6 7 5	AXN	WAL	5	5.W.C 5.A.V 5.L.c	2.0 1.5 0.8	0	177	kéśa:177
1270	70	kéśa	kes	kɛːs	Marathi	k ɛː s	1 7 3	AXN	KES	9	9.K.C 9.E.V 9.S.c	2.0 1.5 0.8	0	178	kéśa:178
1271	70	kéśa	kes	kɛːs	Konkani	k ɛː s	1 7 3	AXN	KES	8	8.K.C 8.E.V 8.S.c	2.0 1.5 0.8	0	178	kéśa:178
1272	70	kéśa	suli	suli	Assamese	s u l i	3 7 5 7	AXBZ	SYLI	1	1.S.C 1.Y.V 1.L.C 1.I.V	2.0 1.5 1.75 0.8	0	177	kéśa:177
1273	70	kéśa	cul	tʃul	Bengali	t ʃ u l	1 3 7 5	ACXN	TSYL	2	2.T.C 2.S.C 2.Y.V 2.L.c	2.0 1.5 1.5 0.8	0	177	kéśa:177
1274	70	kéśa	baḷô,	bɑḷoʊ	Oriya	b ɑ ḷ oʊ	1 7 5 7	AXBZ	PALU	11	11.P.C 11.A.V 11.L.C 11.U.V	2.0 1.5 1.75 0.8	0	177	kéśa:177
1275	70	kéśa	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	179	kéśa:179
1276	70	kéśa	kes,	ˈkɛs	Sinhalese	ˈk ɛ s	1 7 3	AXN	KES	17	17.K.C 17.E.V 17.S.c	2.0 1.5 0.8	0	178	kéśa:178
1277	70	kéśa	istaṣi	istaṣaɪ	Dhivehi	i s t a ṣ aɪ	7 3 1 7 3 7	XMBYBZ	ISTASA	4	4.I.V 4.S.c 4.T.C 4.A.V 4.S.C 4.A.V	1.5 1.1 1.75 1.3 1.75 0.8	0	178	kéśa:178
1278	70	kéśa	bal	bal	Romani	b a l	1 7 5	AXN	PAL	14	14.P.C 14.A.V 14.L.c	2.0 1.5 0.8	0	177	kéśa:177
#
199	11	kím	kím	kím	Sanskrit	k í m	1 7 4	AXN	KIM	15	15.K.C 15.I.V 15.M.c	2.0 1.5 0.8	0	180	kím:180
200	11	kím	ka,	kɑː	Pali	k ɑː	1 7	AX	KA	12	12.K.C 12.A.V	2.0 1.5	1	180	kím:180
201	11	kím	kyā	kjɑː	Hindi	k j ɑː	1 6 7	ACX	KJA	6	6.K.C 6.J.C 6.A.V	2.0 1.5 1.5	0	180	kím:180
202	11	kím	kyā	kjɑː	Urdu	k j ɑː	1 6 7	ACX	KJA	18	18.K.C 18.J.C 18.A.V	2.0 1.5 1.5	0	180	kím:180
203	11	kím	ke	keː	Nepali	k eː	1 7	AX	KE	10	10.K.C 10.E.V	2.0 1.5	0	180	kím:180
204	11	kím	kā	kɑː	Bhojpuri	k ɑː	1 7	AX	KA	3	3.K.C 3.A.V	2.0 1.5	0	180	kím:180
205	11	kím	kī	keɪī	Punjabi	k eɪ ī	1 7 7	AXZ	KEI	13	13.K.C 13.E.V 13.I.V	2.0 1.5 0.8	0	180	kím:180
206	11	kím	chā	chā	Sindhi	c h ā	1 3 7	ACX	CHA	16	16.C.C 16.H.C 16.A.V	2.0 1.5 1.5	0	180	kím:180
207	11	kím	śũ	śũ	Gujarati	ś ũ	3 7	AX	SY	5	5.S.C 5.Y.V	2.0 1.5	0	180	kím:180
208	11	kím	kāy	kajə	Marathi	k a j ə	1 7 6 7	AXBZ	KAJE	9	9.K.C 9.A.V 9.J.C 9.E.V	2.0 1.5 1.75 0.8	0	180	kím:180
209	11	kím	kidẽ,	kɪdẽ	Konkani	k ɪ d ẽ	1 7 1 7	AXBZ	KITE	8	8.K.C 8.I.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	0	180	kím:180
210	11	kím	ki	ki	Assamese	k i	1 7	AX	KI	1	1.K.C 1.I.V	2.0 1.5	0	180	kím:180
211	11	kím	ki	ki	Bengali	k i	1 7	AX	KI	2	2.K.C 2.I.V	2.0 1.5	0	180	kím:180
212	11	kím	kôṇô	kôṇô	Oriya	k ô ṇ ô	1 7 4 7	AXBZ	KUNU	11	11.K.C 11.U.V 11.N.C 11.U.V	2.0 1.5 1.75 0.8	0	180	kím:180
213	11	kím	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	180	kím:180
214	11	kím	monawā,	monawā	Sinhalese	m o n a w ā	4 7 4 7 6 7	AXBYBZ	MUNAWA	17	17.M.C 17.U.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	181	kím:181
215	11	kím	kon̊eccek̊	kon̊eccek̊	Dhivehi	k o n̊ e cc e k̊	1 7 4 7 1 7 1	AXBYBYN	KUNECEK	4	4.K.C 4.U.V 4.N.C 4.E.V 4.C.C 4.E.V 4.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	180	kím:180
216	11	kím	so	səʊ	Romani	s əʊ	3 7	AX	SE	14	14.S.C 14.E.V	2.0 1.5	0	180	kím:180
#
217	12	kútra	kútra	kʊtɾᵊ	Sanskrit	k ʊ t ɾᵊ	1 7 1 5	AXBC	KYTR	15	15.K.C 15.Y.V 15.T.C 15.R.C	2.0 1.5 1.75 1.5	0	182	kútra:182
218	12	kútra	kattha	katʰ:a:	Pali	k a tʰ: a:	1 7 1 7	AXBZ	KATA	12	12.K.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	182	kútra:182
219	12	kútra	kahā̃	kəɦɑː	Hindi	k ə ɦ ɑː	1 7 3 7	AXBZ	KEHA	6	6.K.C 6.E.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	0	182	kútra:182
220	12	kútra	kahā̃	kəɦɑː	Urdu	k ə ɦ ɑː	1 7 3 7	AXBZ	KEHA	18	18.K.C 18.E.V 18.H.C 18.A.V	2.0 1.5 1.75 0.8	0	182	kútra:182
221	12	kútra	kahā̃	kəɦɑː	Nepali	k ə ɦ ɑː	1 7 3 7	AXBZ	KEHA	10	10.K.C 10.E.V 10.H.C 10.A.V	2.0 1.5 1.75 0.8	0	182	kútra:182
222	12	kútra	kahā̃	kəɦɑː	Bhojpuri	k ə ɦ ɑː	1 7 3 7	AXBZ	KEHA	3	3.K.C 3.E.V 3.H.C 3.A.V	2.0 1.5 1.75 0.8	0	182	kútra:182
223	12	kútra	kitthe	kɪtʰːeː	Punjabi	k ɪ tʰː eː	1 7 1 7	AXBZ	KITE	13	13.K.C 13.I.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	0	182	kútra:182
224	12	kútra	kithe	kɪtʰeː	Sindhi	k ɪ tʰ eː	1 7 1 7	AXBZ	KITE	16	16.K.C 16.I.V 16.T.C 16.E.V	2.0 1.5 1.75 0.8	0	182	kútra:182
225	12	kútra	kyā̃	kyā̃	Gujarati	k y ā̃	1 7 7	AXZ	KYA	5	5.K.C 5.Y.V 5.A.V	2.0 1.5 0.8	0	182	kútra:182
226	12	kútra	kuṭhe	kuṭhe	Marathi	k u ṭ h e	1 7 1 3 7	AXBCZ	KYTHE	9	9.K.C 9.Y.V 9.T.C 9.H.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	182	kútra:182
227	12	kútra	kha͠i	kha͠aɪ	Konkani	k h a͠aɪ	1 3 7	ACX	KHA	8	8.K.C 8.H.C 8.A.V	2.0 1.5 1.5	0	182	kútra:182
228	12	kútra	köt	kot	Assamese	k o t	1 7 1	AXN	KUT	1	1.K.C 1.U.V 1.T.c	2.0 1.5 0.8	0	182	kútra:182
229	12	kútra	kothaẏ	kothaẏ	Bengali	k o t h a ẏ	1 7 1 3 7 0	AXBCYN	KUTHA0	2	2.K.C 2.U.V 2.T.C 2.H.C 2.A.V 2.0.c	2.0 1.5 1.75 1.5 1.3 0.8	0	182	kútra:182
230	12	kútra	keum̐ṭhi	keum̐ṭhi	Oriya	k eu m̐ ṭ h i	1 7 4 1 3 7	AXMBCZ	KEMTHI	11	11.K.C 11.E.V 11.M.c 11.T.C 11.H.C 11.I.V	2.0 1.5 1.1 1.75 1.5 0.8	0	182	kútra:182
231	12	kútra	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	183	kútra:183
232	12	kútra	kohē,	koʊē	Sinhalese	k oʊ ē	1 7 7	AXZ	KUE	17	17.K.C 17.U.V 17.E.V	2.0 1.5 0.8	0	182	kútra:182
233	12	kútra	kon̊tāku	kɑn̊tiāku	Dhivehi	k ɑ n̊ t i ā k u	1 7 4 1 7 7 1 7	AXMBYYBZ	KANTIAKY	4	4.K.C 4.A.V 4.N.c 4.T.C 4.I.V 4.A.V 4.K.C 4.Y.V	2.0 1.5 1.1 1.75 1.3 1.3 1.75 0.8	0	182	kútra:182
234	12	kútra	kaj	kɑːdʒ	Romani	k ɑː d ʒ	1 7 1 3	AXBC	KATS	14	14.K.C 14.A.V 14.T.C 14.S.C	2.0 1.5 1.75 1.5	0	182	kútra:182
#
2035	113	kṛntáti	kṛntáti	krntɐti	Sanskrit	k r n t ɐ t i	1 5 4 1 7 1 7	AXMBYBZ	KRNTETI	15	15.K.C 15.R.V 15.N.c 15.T.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	184	kṛntáti:184
2036	113	kṛntáti	karati	kǎːrati	Pali	k ǎː r a t i	1 7 5 7 1 7	AXBYBZ	KARATI	12	12.K.C 12.A.V 12.R.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	184	kṛntáti:184
2037	113	kṛntáti	kāṭnā	ˈkaːʈnaː	Hindi	ˈk aː ʈ n aː	1 7 1 4 7	AXBCZ	KATNA	6	6.K.C 6.A.V 6.T.C 6.N.C 6.A.V	2.0 1.5 1.75 1.5 0.8	1	184	kṛntáti:184
2038	113	kṛntáti	kāṭnā	ˈkaːʈnaː	Urdu	ˈk aː ʈ n aː	1 7 1 4 7	AXBCZ	KATNA	18	18.K.C 18.A.V 18.T.C 18.N.C 18.A.V	2.0 1.5 1.75 1.5 0.8	1	184	kṛntáti:184
2039	113	kṛntáti	kāṭnu	käʈɳu	Nepali	k ä ʈ ɳ u	1 7 1 4 7	AXBCZ	KATNY	10	10.K.C 10.A.V 10.T.C 10.N.C 10.Y.V	2.0 1.5 1.75 1.5 0.8	0	184	kṛntáti:184
2040	113	kṛntáti	kāṭe	ˈkaːʈe	Bhojpuri	ˈk aː ʈ e	1 7 1 7	AXBZ	KATE	3	3.K.C 3.A.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	0	184	kṛntáti:184
2041	113	kṛntáti	kaṭṭaṇā	kaʈ:aṇaː	Punjabi	k a ʈ: a ṇ aː	1 7 1 7 4 7	AXBYBZ	KATANA	13	13.K.C 13.A.V 13.T.C 13.A.V 13.N.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	184	kṛntáti:184
2042	113	kṛntáti	vaḍhaṇu	vaḍhɑṇju	Sindhi	v a ḍ h ɑ ṇ j u	3 7 1 3 7 4 6 7	AXBCYBCZ	BATHANJY	16	16.B.C 16.A.V 16.T.C 16.H.C 16.A.V 16.N.C 16.J.C 16.Y.V	2.0 1.5 1.75 1.5 1.3 1.75 1.5 0.8	0	184	kṛntáti:184
2043	113	kṛntáti	kāpvũ	keɪāpvũ	Gujarati	k eɪ ā p v ũ	1 7 7 1 3 7	AXYBCZ	KEAPBY	5	5.K.C 5.E.V 5.A.V 5.P.C 5.B.C 5.Y.V	2.0 1.5 1.3 1.75 1.5 0.8	0	184	kṛntáti:184
2044	113	kṛntáti	kāpṇe	kaːpnɛ	Marathi	k aː p n ɛ	1 7 1 4 7	AXBCZ	KAPNE	9	9.K.C 9.A.V 9.P.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	184	kṛntáti:184
2045	113	kṛntáti	kātrap,	kaːtrap	Konkani	k aː t r a p	1 7 1 5 7 1	AXBCYN	KATRAP	8	8.K.C 8.A.V 8.T.C 8.R.C 8.A.V 8.P.c	2.0 1.5 1.75 1.5 1.3 0.8	0	184	kṛntáti:184
2046	113	kṛntáti	kat	kat	Assamese	k a t	1 7 1	AXN	KAT	1	1.K.C 1.A.V 1.T.c	2.0 1.5 0.8	0	184	kṛntáti:184
2047	113	kṛntáti	kaṭa	kata	Bengali	k a t a	1 7 1 7	AXBZ	KATA	2	2.K.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	0	184	kṛntáti:184
2048	113	kṛntáti	kaṭiba	kaʈibaː	Oriya	k a ʈ i b aː	1 7 1 7 1 7	AXBYBZ	KATIPA	11	11.K.C 11.A.V 11.T.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	184	kṛntáti:184
2049	113	kṛntáti	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	184	kṛntáti:184
2050	113	kṛntáti	kapanawā	kapanawā	Sinhalese	k a p a n a w ā	1 7 1 7 4 7 6 7	AXBYBYBZ	KAPANAWA	17	17.K.C 17.A.V 17.P.C 17.A.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	184	kṛntáti:184
2051	113	kṛntáti	fotikurun̊	fotikurun	Dhivehi	f o t i k u r u n	3 7 1 7 1 7 5 7 4	AXBYBYBYN	BUTIKYRYN	4	4.B.C 4.U.V 4.T.C 4.I.V 4.K.C 4.Y.V 4.R.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	184	kṛntáti:184
2052	113	kṛntáti	shinel	shinel	Romani	s h i n e l	3 3 7 4 7 5	ACYBYN	SHINEL	14	14.S.C 14.H.C 14.I.V 14.N.C 14.E.V 14.L.c	2.0 1.5 1.3 1.75 1.3 0.8	0	184	kṛntáti:184
#
