#
COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT
153	samudrá	samundar	səmˈənˈdər	Urdu
153	samudrá	samundra	səmʊdɾᵊ	Nepali
153	samudrá	samundar	səmˈənˈdər	Bhojpuri
153	samudrá	samundar	səmˈənˈdər	Punjabi
153	samudrá	samundu	səmˈənˈdu	Sindhi
153	samudrá	dariyo	darijo	Gujarati
153	samudrá	samudra	səmʊdɾᵊ	Marathi
153	samudrá	daryā,	dəɾja	Konkani
153	samudrá	xagor	xaɡɔɹ	Assamese
153	samudrá	śômudr	ʃɔmudɾo	Bengali
153	samudrá	sômudrô	sɔmudɾɔ	Oriya
153	samudrá	None	None	Kashmiri
153	samudrá	muhudu,	muʱudu	Sinhalese
153	samudrá	kanzu	kanzu	Dhivehi
153	samudrá	marja	ˈmɑrjɑ	Romani
154	lavaṇá	lavaṇá	ləʋəɳ	Sanskrit
154	lavaṇá	loṇa	loɳa	Pali
154	lavaṇá	namak	nəmək	Hindi
154	lavaṇá	namak	næmæk	Urdu
154	lavaṇá	nun	nun	Nepali
154	lavaṇá	nimak,	nimak	Bhojpuri
154	lavaṇá	lūṇ	lu:n	Punjabi
154	lavaṇá	lūṇu	lu:ɳu	Sindhi
154	lavaṇá	mīṭhũ,	mi:tʱu:	Gujarati
154	lavaṇá	mīṭh	mi:tʱ	Marathi
154	lavaṇá	mīṭh	mi:tʱ	Konkani
154	lavaṇá	nimokh,	nimɔkʰ	Assamese
154	lavaṇá	nun,	nun	Bengali
154	lavaṇá	luṇô	luɳɔ	Oriya
154	lavaṇá	None	None	Kashmiri
154	lavaṇá	luṇu	luɳu	Sinhalese
154	lavaṇá	lonu	lonu	Dhivehi
154	lavaṇá	lon	luːn	Romani
155	áśman	áśman	ɐɕmɐn	Sanskrit
155	áśman	asama	asama	Pali
155	áśman	patthar	pəttʰəɾ	Hindi
155	áśman	patthar	pətːʰəɾ	Urdu
155	áśman	ḍhuṅgā,	ɖʱṳŋɡä	Nepali
155	áśman	patthal	pəttʰal	Bhojpuri
155	áśman	patthar	pətːʰəɾ	Punjabi
155	áśman	patharu	pətːʰəɾu	Sindhi
155	áśman	paththar	pətʰtʰəɾ	Gujarati
155	áśman	dagaḍ	dagad	Marathi
155	áśman	phātar	paːtʰəɾ	Konkani
155	áśman	xil,	xil	Assamese
155	áśman	pathôr	pətʰɔɾ	Bengali
155	áśman	pôthôrô,	pɔtʰɔɾɔ	Oriya
155	áśman	None	None	Kashmiri
155	áśman	gala	gala	Sinhalese
155	áśman	gā	ɡəː	Dhivehi
155	áśman	barr	parː	Romani
156	pāṃsú,	pāṃsú,	pɑːsú	Sanskrit
156	pāṃsú,	sikatā	None	Pali
156	pāṃsú,	ret	ɾeːt	Hindi
156	pāṃsú,	ret	ɾeːt	Urdu
156	pāṃsú,	bāluwā	bäluwä	Nepali
156	pāṃsú,	bālū	bɑːluː	Bhojpuri
156	pāṃsú,	ret	ret	Punjabi
156	pāṃsú,	vārī	ʋaːri:	Sindhi
156	pāṃsú,	retī	reti:	Gujarati
156	pāṃsú,	vāḷū	ʋaːlu:	Marathi
156	pāṃsú,	reuva	reuʋa	Konkani
156	pāṃsú,	bali	bali	Assamese
156	pāṃsú,	bali	bali	Bengali
156	pāṃsú,	bali	bali	Oriya
156	pāṃsú,	None	None	Kashmiri
156	pāṃsú,	wæli	wæli	Sinhalese
156	pāṃsú,	fas	fəs	Dhivehi
156	pāṃsú,	kiśaj	None	Romani
157	reṇú	reṇú	ɾɐjɳú	Sanskrit
157	reṇú	reṇu	None	Pali
157	reṇú	dhūl	dʱuːl	Hindi
157	reṇú	dhūl	dʱuːl	Urdu
157	reṇú	dhulo	dʱṳlo	Nepali
157	reṇú	gardā	gardɑː	Bhojpuri
157	reṇú	dhūṛ	dʱu:ṛ	Punjabi
157	reṇú	miṭī	miti:	Sindhi
157	reṇú	dhūḷ	ˈdʱuɭ	Gujarati
157	reṇú	dhūḷ	dʱuɭ	Marathi
157	reṇú	piṭho	pitʱɔ	Konkani
157	reṇú	dhuli	dʱuli	Assamese
157	reṇú	dhulo	dʱulɔ	Bengali
157	reṇú	dhuḷi	dʱuli	Oriya
157	reṇú	None	None	Kashmiri
157	reṇú	pasa	pasa	Sinhalese
157	reṇú	hirafus	hirafus	Dhivehi
157	reṇú	praxo	praxo	Romani
158	kṣám,	kṣám,	kʂɐm	Sanskrit
158	kṣám,	bhūmi	bʱu:mi	Pali
158	kṣám,	dhartī	dʱəɾtiː	Hindi
158	kṣám,	zamīn	zamiːn	Urdu
158	kṣám,	dhartī,	dʱʌrti	Nepali
158	kṣám,	ज़amīn,	dʒəmiːn	Bhojpuri
158	kṣám,	zamīn,	dʱəɾtiː	Punjabi
158	kṣám,	dhartī,	dʱəɾtiː	Sindhi
158	kṣám,	pṛthvī	pɾɪtʰʋiː	Gujarati
158	kṣám,	pruthvī	pɾɪtʰʋiː	Marathi
158	kṣám,	jamīn,	dʒəmiːn	Konkani
158	kṣám,	prithiwi	pitʰibi	Assamese
158	kṣám,	maṭi	mati	Bengali
158	kṣám,	pruthwi,	pɾutʰwiː	Oriya
158	kṣám,	None	None	Kashmiri
158	kṣám,	bima,	bima	Sinhalese
158	kṣám,	bin̊	bin	Dhivehi
158	kṣám,	phuv	pʰuʋ	Romani
159	nábhas,	nábhas,	nɐbʱɐs	Sanskrit
159	nábhas,	megha	megʰa	Pali
159	nábhas,	bādal	bɑːdəl	Hindi
159	nábhas,	bādal	bɑːdəl	Urdu
159	nábhas,	bādal	bɑːdəl	Nepali
159	nábhas,	badrī	bɑdri:	Bhojpuri
159	nábhas,	baddal	bɑːd:əl	Punjabi
159	nábhas,	kakaru	kakaru	Sindhi
159	nábhas,	vādaḷ	ʋɑːdl	Gujarati
159	nábhas,	ḍhag	dʰag	Marathi
159	nábhas,	kūp	kúːpɐ	Konkani
159	nábhas,	megh	mɛɡ	Assamese
159	nábhas,	megh	mɛɡ	Bengali
159	nábhas,	meghô	meɡʱɔ	Oriya
159	nábhas,	None	None	Kashmiri
159	nábhas,	wæli	wæli	Sinhalese
159	nábhas,	vilā	ʋiləː	Dhivehi
159	nábhas,	noro	noro	Romani
160	míh	míh	míɦ	Sanskrit
160	míh	mahikā	mahikɑː	Pali
160	míh	dhundh	dʱʊndʱ	Hindi
160	míh	dundh	dʱʊnd	Urdu
160	míh	kuiro	kuiɾo	Nepali
160	míh	dhundh,	dʱʊndʱ	Bhojpuri
160	míh	kohrā,	kohrɑː	Punjabi
160	míh	kohīṛo	kohi:ro	Sindhi
160	míh	dhummas	dʱum:as	Gujarati
160	míh	dhuke	dʱuke	Marathi
160	míh	dhukẽ	dʱukẽ:	Konkani
160	míh	kũwoli,	kũ:woli	Assamese
160	míh	kuẏaśa	kuaʃa	Bengali
160	míh	kuhuṛi	kuhuɽi	Oriya
160	míh	None	None	Kashmiri
160	míh	mīduma	mi:duma	Sinhalese
160	míh	bōdun̊fini	bōdun̊fini	Dhivehi
160	míh	muglya	muglja	Romani
161	ākāśá	ākāśá	ɑːkɑːʃ	Sanskrit
161	ākāśá	akāsa	ɑkɑːsɑː	Pali
161	ākāśá	āsmān	ɑːsmɑːn	Hindi
161	ākāśá	āsmān	ɑːsimɑːn	Urdu
161	ākāśá	ākāś	ɑːkɑːʃ	Nepali
161	ākāśá	asmān	əsəmɑːn	Bhojpuri
161	ākāśá	asamān	əsˈmän	Punjabi
161	ākāśá	āsmānu	ɑːsimɑːn	Sindhi
161	ākāśá	ākāś	ɑːkɑːʃ	Gujarati
161	ākāśá	ākāś	ɑːkɑːʃ	Marathi
161	ākāśá	ākāś	ɑːkɑːʃ	Konkani
161	ākāśá	akax	akax	Assamese
161	ākāśá	akaś	akax	Bengali
161	ākāśá	akaśô,	akasɔ	Oriya
161	ākāśá	None	None	Kashmiri
161	ākāśá	ahasa	ahasa	Sinhalese
161	ākāśá	uḍu	udu	Dhivehi
161	ākāśá	cheri	ʃeʁi	Romani
162	vāyú,	vāyú,	ʋɑːjuː	Sanskrit
162	vāyú,	vāta	ʋɑːta	Pali
162	vāyú,	havā	ɦəʋɑː	Hindi
162	vāyú,	havā	ɦəʋɑː	Urdu
162	vāyú,	hāwā	ɦäwä	Nepali
162	vāyú,	havā	ɦəʋɑː	Bhojpuri
162	vāyú,	havā	ɦəʋäː	Punjabi
162	vāyú,	vāu	ʋɑːu	Sindhi
162	vāyú,	pavan	ˈpəʋən	Gujarati
162	vāyú,	vārā	ʋɑːɾɑː	Marathi
162	vāyú,	vāyū	ʋɑːju:	Konkani
162	vāyú,	botah	bɔtaʱ	Assamese
162	vāyú,	bataś	bataʃ	Bengali
162	vāyú,	pôbônô,	pɔbɔnɔ	Oriya
162	vāyú,	None	None	Kashmiri
162	vāyú,	suḷaⁿga	suḷaⁿga	Sinhalese
162	vāyú,	vai	ʋəi	Dhivehi
162	vāyú,	balval	None	Romani
163	himá,	himá,	ɦɪm	Sanskrit
163	himá,	hima	ˈhimɑ	Pali
163	himá,	barf	bəɾəpʰ	Hindi
163	himá,	barf	baɾf	Urdu
163	himá,	hiũ	ɦiũ	Nepali
163	himá,	baraफ़	baraफ़	Bhojpuri
163	himá,	baraf	baraf	Punjabi
163	himá,	barfa	baɾf	Sindhi
163	himá,	baraph	bɒɾɒpʰ	Gujarati
163	himá,	barpha	bəɾpʰə	Marathi
163	himá,	jhel	dʒʰel	Konkani
163	himá,	boroph	bɔɹɔf	Assamese
163	himá,	bôrôph	bɔrɔf	Bengali
163	himá,	bôrôphô,	bɔɾɔpʰɔ	Oriya
163	himá,	None	None	Kashmiri
163	himá,	hima	hima	Sinhalese
163	himá,	sunō	sunɔ	Dhivehi
163	himá,	iv	iv	Romani
164	himá	himá	ɦɪm	Sanskrit
164	himá	phāti	pʰɑːti	Pali
164	himá	barf	bəɾəpʰ	Hindi
164	himá	barf	baɾf	Urdu
164	himá	baraph	bʌɾʌɸ	Nepali
164	himá	baraफ़	baraफ़	Bhojpuri
164	himá	baraf	baraf	Punjabi
164	himá	barfa	baɾf	Sindhi
164	himá	baraph	bɒɾɒpʰ	Gujarati
164	himá	barpha	bəɾpʰə	Marathi
164	himá	jhel	dʒʰel	Konkani
164	himá	boroph	bɔɹɔf	Assamese
164	himá	bôrôph	bɔrɔf	Bengali
164	himá	bôrôphô,	bɔɾɔpʰɔ	Oriya
164	himá	None	None	Kashmiri
164	himá	himakæṭa	himakæṭa	Sinhalese
164	himá	gaⁿḍufen̊	gaⁿḍufen̊	Dhivehi
164	himá	paho	paho	Romani
165	dhūmá	dhūmá	dʱuːm	Sanskrit
165	dhūmá	dhūma	dʱuːmɑː	Pali
165	dhūmá	dhuā̃	dʱuːɑː	Hindi
165	dhūmá	dhūā̃	tũːäː	Urdu
165	dhūmá	dhuwā̃	dʱṳwä	Nepali
165	dhūmá	dhuā̃	dʱuːɑː	Bhojpuri
165	dhūmá	dhū̃ā̃	tũːäː	Punjabi
165	dhūmá	dū̃hõ	duːʱo	Sindhi
165	dhūmá	dhumāḍo	dʱumɑːdo	Gujarati
165	dhūmá	dhūr	dʱuɾ	Marathi
165	dhūmá	dhuuvar	None	Konkani
165	dhūmá	dhü̃a	dʱü̃ːɑː	Assamese
165	dhūmá	dhũẏo	tũːjːo	Bengali
165	dhūmá	dhuam̐	dhuam̐	Oriya
165	dhūmá	None	None	Kashmiri
165	dhūmá	duma	duma	Sinhalese
165	dhūmá	dun̊	dun̊	Dhivehi
165	dhūmá	thuv	tʱuv	Romani
166	agní	agní	əɡniː	Sanskrit
166	agní	aggi	əɡgi:	Pali
166	agní	āg	ɑːɡ	Hindi
166	agní	āg	ɑːɡ	Urdu
166	agní	āgo	äɡo	Nepali
166	agní	āg	ɑːɡ	Bhojpuri
166	agní	agga	əɡgɑː	Punjabi
166	agní	bāhi	bɑːʱi	Sindhi
166	agní	āga	ɑːɡa	Gujarati
166	agní	āg	ɑːɡ	Marathi
166	agní	ujo	uːzɔː	Konkani
166	agní	zui	zui	Assamese
166	agní	agun	aɡun	Bengali
166	agní	niam̐	None	Oriya
166	agní	None	None	Kashmiri
166	agní	gini	gini	Sinhalese
166	agní	alifān̊	əlifəːn	Dhivehi
166	agní	jag	dʒæɡ	Romani
167	ā́sa	ā́sa	ɑːs	Sanskrit
167	ā́sa	bhasma	bʱasma	Pali
167	ā́sa	rākh	ɾɑːkʰ	Hindi
167	ā́sa	rākh	ɾɑːkʰ	Urdu
167	ā́sa	kharānī	kʰʌɾäni	Nepali
167	ā́sa	rākh	ɾɑːkʰ	Bhojpuri
167	ā́sa	suāha,	suɑːha	Punjabi
167	ā́sa	chāī	tʃhɑːi:	Sindhi
167	ā́sa	rākh	ɾɑːkʰ	Gujarati
167	ā́sa	rākh	ɾɑːkʰ	Marathi
167	ā́sa	rākh	ɾɑːkʰ	Konkani
167	ā́sa	sai	saɪ	Assamese
167	ā́sa	chai	saɪ	Bengali
167	ā́sa	paum̐śô	paum̐śô	Oriya
167	ā́sa	None	None	Kashmiri
167	ā́sa	mārga	mɑːrga	Sinhalese
167	ā́sa	alhu	alʰu	Dhivehi
167	ā́sa	ushar	ushar	Romani
168	dahati	dahati	dɐɦɐti	Sanskrit
168	dahati	dahati	dɐɦɐti	Pali
168	dahati	jalnā*,	dʒəlnɑː	Hindi
168	dahati	jalnā	dʒəlnɑː	Urdu
168	dahati	jalnu	dzʌlnu	Nepali
168	dahati	jare	dʒəre	Bhojpuri
168	dahati	sāṛnā	sɑːṛnɑː	Punjabi
168	dahati	ɓaraṇu	ɓaraɳu	Sindhi
168	dahati	bāḷvũ	bɑːḷvũ	Gujarati
168	dahati	j̈aḷṇe	dzəɭɳe	Marathi
168	dahati	jaḷap	dzəɭap	Konkani
168	dahati	zola	zɔla	Assamese
168	dahati	pora*,	pora	Bengali
168	dahati	jôḷiba,	dʒɔɭiba	Oriya
168	dahati	None	None	Kashmiri
168	dahati	puccanawā	puccanawɑː	Sinhalese
168	dahati	en̊dun̊	en̊dun̊	Dhivehi
168	dahati	phabol	pʰabol	Romani
169	patha,	patha,	pətʰ	Sanskrit
169	patha,	patha,	pətʰɑ	Pali
169	patha,	saṛak	səɽək	Hindi
169	patha,	saṛak	səɽək	Urdu
169	patha,	bāṭo,	bäʈo	Nepali
169	patha,	saṛak,	səɽək	Bhojpuri
169	patha,	saṛak	səɽək	Punjabi
169	patha,	rasto	rasto	Sindhi
169	patha,	rasto	rasto	Gujarati
169	patha,	rastā	rastɑː	Marathi
169	patha,	rasto	rasto	Konkani
169	patha,	ali,	ali	Assamese
169	patha,	raśta,	ɾasta	Bengali
169	patha,	sôṛôkô,	sɔɽɔkɔ	Oriya
169	patha,	None	None	Kashmiri
169	patha,	pāra,	pɑːra	Sinhalese
169	patha,	magu	None	Dhivehi
169	patha,	drom	drɔm	Romani
170	girí,	girí,	ɡiɾí	Sanskrit
170	girí,	pabbata,	pabbata	Pali
170	girí,	pahāṛ	pəɦɑːɽ	Hindi
170	girí,	pahāṛ	pəɦɑːɽ	Urdu
170	girí,	pahāḍ	päːɽ	Nepali
170	girí,	pahāṛ	pəɦɑːɽ	Bhojpuri
170	girí,	pahāṛ	pəɦɑːɽ	Punjabi
170	girí,	jabalu	dʒabal	Sindhi
170	girí,	parvat	parvat	Gujarati
170	girí,	ḍoṅgar	ɖoɽgar	Marathi
170	girí,	doṅgar	ɖoɽgar	Konkani
170	girí,	pahar	paɦaɹ	Assamese
170	girí,	pahaṛ	pahaɽ	Bengali
170	girí,	pôhaṛô,	pɔhaɽɔ	Oriya
170	girí,	None	None	Kashmiri
170	girí,	kanda,	kanda	Sinhalese
170	girí,	farubada	None	Dhivehi
170	girí,	plaj	pladʑ	Romani
171	rakta,	rakta,	ɾəkt	Sanskrit
171	rakta,	lohita	loʱita	Pali
171	rakta,	lāl	lɑːl	Hindi
171	rakta,	surx,	suɾx	Urdu
171	rakta,	rāto	räto	Nepali
171	rakta,	lāl	lɑːl	Bhojpuri
171	rakta,	lāl	lɑːl	Punjabi
171	rakta,	gāṛho	gɑːɽʱo	Sindhi
171	rakta,	lāl	lɑːl	Gujarati
171	rakta,	lāl	lɑːl	Marathi
171	rakta,	lāl	lɑːl	Konkani
171	rakta,	roṅa	ɹɔŋa	Assamese
171	rakta,	lal	lal	Bengali
171	rakta,	lalô,	lalɔ	Oriya
171	rakta,	None	None	Kashmiri
171	rakta,	ratu	ratu	Sinhalese
171	rakta,	rat̊	rat̊	Dhivehi
171	rakta,	lolo	lolo	Romani
172	harit,	harit,	harit	Sanskrit
172	harit,	hari	aɾi	Pali
172	harit,	harā	ɦəˈɾaː	Hindi
172	harit,	sabz	sabz	Urdu
172	harit,	hariyo	ɦʌɾijo	Nepali
172	harit,	harīyar	ɦʌɾijaɾ	Bhojpuri
172	harit,	harā	ɦʌɾaː	Punjabi
172	harit,	sāo	saːo	Sindhi
172	harit,	līlo	li:lo	Gujarati
172	harit,	hirve	hirve	Marathi
172	harit,	pācvoẽ	paːtʃvoẽ:	Konkani
172	harit,	xeuzia	xɛuzia	Assamese
172	harit,	śôbuj	sɔbudʒ	Bengali
172	harit,	sôbujô,	sɔbudʒɔ	Oriya
172	harit,	None	None	Kashmiri
172	harit,	koḷa	koḷa	Sinhalese
172	harit,	fehikulaige	fehikulaige	Dhivehi
172	harit,	zèleno	zièlɛnoʊ	Romani
173	pīta,	pīta,	piːtɐ	Sanskrit
173	pīta,	pīta	piːtɐ	Pali
173	pīta,	pīlā	piːlɑː	Hindi
173	pīta,	pīlā	piːlɑː	Urdu
173	pīta,	pahẽlo	pʌɦẽlo	Nepali
173	pīta,	pīyar	piːjɑːr	Bhojpuri
173	pīta,	pīlā	piːlɑː	Punjabi
173	pīta,	phiko	pʱiko	Sindhi
173	pīta,	pīḷo	piːlo	Gujarati
173	pīta,	pivḷe	pivḷe	Marathi
173	pīta,	haḷduvo	ɦaḷduvɔ	Konkani
173	pīta,	halodhia	ɦalɔdʱia	Assamese
173	pīta,	hôlud	ɦalud	Bengali
173	pīta,	hôḷôdia	ɦɔḷɔdia	Oriya
173	pīta,	None	None	Kashmiri
173	pīta,	kaha	kaha	Sinhalese
173	pīta,	rīⁿdūkula	rīⁿdūkula	Dhivehi
173	pīta,	gàlbeno	None	Romani
174	śvetá	śvetá	ʃʋeːt	Sanskrit
174	śvetá	sukka	ˈsukːɑ	Pali
174	śvetá	safed	səpʰeːd	Hindi
174	śvetá	safed	safeːd	Urdu
174	śvetá	seto	seto	Nepali
174	śvetá	ujjar	None	Bhojpuri
174	śvetá	safaid,	None	Punjabi
174	śvetá	acho	None	Sindhi
174	śvetá	saphed	None	Gujarati
174	śvetá	pāṇḍhre	None	Marathi
174	śvetá	dhavo	None	Konkani
174	śvetá	boga	bɔɡa	Assamese
174	śvetá	śada	ʃada	Bengali
174	śvetá	dhôbôḷô	dʱɔbɔɭɔ	Oriya
174	śvetá	None	None	Kashmiri
174	śvetá	sudu	None	Sinhalese
174	śvetá	hudu	None	Dhivehi
174	śvetá	parno	ˈparno	Romani
175	kṛṣṇá	kṛṣṇá	kɾɪʂɳ	Sanskrit
175	kṛṣṇá	kanha	None	Pali
175	kṛṣṇá	kālā	kɑːlɑː	Hindi
175	kṛṣṇá	siyāh	None	Urdu
175	kṛṣṇá	kālo	kälo	Nepali
175	kṛṣṇá	kariyā	None	Bhojpuri
175	kṛṣṇá	kālā	None	Punjabi
175	kṛṣṇá	kāro	None	Sindhi
175	kṛṣṇá	kāḷo	None	Gujarati
175	kṛṣṇá	kāḷe	None	Marathi
175	kṛṣṇá	kāḷo	None	Konkani
175	kṛṣṇá	köla	kola	Assamese
175	kṛṣṇá	kalo	kalo	Bengali
175	kṛṣṇá	kôḷa	None	Oriya
175	kṛṣṇá	None	None	Kashmiri
175	kṛṣṇá	kaḷu	None	Sinhalese
175	kṛṣṇá	kaḷu	None	Dhivehi
175	kṛṣṇá	kalo	ˈkaloʔ	Romani
176	rā́tri,	rā́tri,	ɾɑːtɾiː	Sanskrit
176	rā́tri,	ratti	ˈrɑtːi	Pali
176	rā́tri,	rāt	ɾɑːt	Hindi
176	rā́tri,	rāt	ɾɑːt	Urdu
176	rā́tri,	rāt,	ɾɑːt	Nepali
176	rā́tri,	rāt	ɾɑːt	Bhojpuri
176	rā́tri,	rāt,	ɾaːt	Punjabi
176	rā́tri,	rāti	ɾɑːt	Sindhi
176	rā́tri,	rāt	räːt	Gujarati
176	rā́tri,	rātra	None	Marathi
176	rā́tri,	rāt	ɾɑːt	Konkani
176	rā́tri,	rati	ɹati	Assamese
176	rā́tri,	ratri,	None	Bengali
176	rā́tri,	rati,	ɾati	Oriya
176	rā́tri,	None	None	Kashmiri
176	rā́tri,	rǣ	None	Sinhalese
176	rā́tri,	rēgaⁿḍu	None	Dhivehi
176	rā́tri,	rat	ɹæt	Romani
177	diná,	diná,	dɪn	Sanskrit
177	diná,	diva,	ˈdiːvə	Pali
177	diná,	din	dɪn	Hindi
177	diná,	din	dann	Urdu
177	diná,	dina	dɪn	Nepali
177	diná,	din	dɪn	Bhojpuri
177	diná,	din	None	Punjabi
177	diná,	ᶑīhũ	None	Sindhi
177	diná,	divas	ˈdɪʋəs	Gujarati
177	diná,	divas	dɪʋəs	Marathi
177	diná,	dīs	None	Konkani
177	diná,	din	din	Assamese
177	diná,	din	din	Bengali
177	diná,	dinô	dinɔ	Oriya
177	diná,	None	None	Kashmiri
177	diná,	dawasa,	None	Sinhalese
177	diná,	duvas	duʋəs	Dhivehi
177	diná,	dives	ˈdaɪvz	Romani
178	varṣá,	varṣá,	ʋəɾʂ	Sanskrit
178	varṣá,	vassa,	ˈvasːa	Pali
178	varṣá,	sāl	sɑːl	Hindi
178	varṣá,	sāl	saːl	Urdu
178	varṣá,	varṣa	ʋəɾʂ	Nepali
178	varṣá,	sāl	sɑːl	Bhojpuri
178	varṣá,	sāl	None	Punjabi
178	varṣá,	sālu	saːl	Sindhi
178	varṣá,	varas	None	Gujarati
178	varṣá,	varṣa	ʋəɾʂ	Marathi
178	varṣá,	varsa	ʋəɾs	Konkani
178	varṣá,	bosor	bɔsɔɹ	Assamese
178	varṣá,	bôchôr	bɔʈʃʰor	Bengali
178	varṣá,	bôrṣô	bɔɾsɔ	Oriya
178	varṣá,	None	None	Kashmiri
178	varṣá,	awurudda	None	Sinhalese
178	varṣá,	aharu	None	Dhivehi
178	varṣá,	berś	None	Romani
179	taptá	taptá	tɐptɐ	Sanskrit
179	taptá	ghamma	None	Pali
179	taptá	garm	ɡəɾəm	Hindi
179	taptá	garm	ɡaɾm	Urdu
179	taptá	nyāno,	njäno	Nepali
179	taptá	garam	None	Bhojpuri
179	taptá	garam	ɡəɾᵊmə	Punjabi
179	taptá	koso,	None	Sindhi
179	taptá	garam	None	Gujarati
179	taptá	garam,	None	Marathi
179	taptá	garam	None	Konkani
179	taptá	topot,	tɔpɔt	Assamese
179	taptá	gôrôm	ˈɡɔrom	Bengali
179	taptá	gôrômô	ɡɔɾɔmɔ	Oriya
179	taptá	None	None	Kashmiri
179	taptá	uṇusum	None	Sinhalese
179	taptá	hūnu	None	Dhivehi
179	taptá	tato	ˈtato	Romani
180	śītá	śītá	ʃiːt	Sanskrit
180	śītá	sīta	None	Pali
180	śītá	ṭhaṇḍā	ʈʰəɳɖɑː	Hindi
180	śītá	sard,	sarada	Urdu
180	śītá	ṭhaṇḍā,	ʈʰəɳɖɑː	Nepali
180	śītá	ṭhaṇḍā	ʈʰəɳɖɑː	Bhojpuri
180	śītá	ṭhaṇḍā	None	Punjabi
180	śītá	thadho	None	Sindhi
180	śītá	ṭhaṇḍu	None	Gujarati
180	śītá	gār,	None	Marathi
180	śītá	thaṇḍa	None	Konkani
180	śītá	sẽsa,	sẽsa	Assamese
180	śītá	ṭhanḍa	None	Bengali
180	śītá	thôṇḍa	tʰɔɳɖa	Oriya
180	śītá	None	None	Kashmiri
180	śītá	sisil	None	Sinhalese
180	śītá	fini	None	Dhivehi
180	śītá	śudro	None	Romani
181	pūrṇá	pūrṇá	puːɾɳ	Sanskrit
181	pūrṇá	puṇṇa	None	Pali
181	pūrṇá	pūrā	puːɾɑː	Hindi
181	pūrṇá	pūrā	puːɾɑː	Urdu
181	pūrṇá	bharī,	None	Nepali
181	pūrṇá	pūrā	puːɾɑː	Bhojpuri
181	pūrṇá	pūrā	None	Punjabi
181	pūrṇá	bharyal	None	Sindhi
181	pūrṇá	bharelũ	None	Gujarati
181	pūrṇá	sampūrṇa	səmpuːɾɳ	Marathi
181	pūrṇá	purāy	None	Konkani
181	pūrṇá	bhora,	bʱɔɹa	Assamese
181	pūrṇá	bhôra	bʰɔra	Bengali
181	pūrṇá	purṇṇô,	None	Oriya
181	pūrṇá	None	None	Kashmiri
181	pūrṇá	pura	None	Sinhalese
181	pūrṇá	furifai	None	Dhivehi
181	pūrṇá	pherdo	None	Romani
182	náva,	náva,	nɐʋɐ	Sanskrit
182	náva,	nava	nâːvḁ	Pali
182	náva,	nayā	nəˈjaː	Hindi
182	náva,	nayā	niˈjɒː	Urdu
182	náva,	nayā̃	nʌjä	Nepali
182	náva,	nāyā	None	Bhojpuri
182	náva,	navā̃	nəʋɑː	Punjabi
182	náva,	naõ	None	Sindhi
182	náva,	navũ	None	Gujarati
182	náva,	nave,	None	Marathi
182	náva,	navẽ	None	Konkani
182	náva,	notun	nɔtun	Assamese
182	náva,	nôtun	nɔtun	Bengali
182	náva,	nua,	None	Oriya
182	náva,	None	None	Kashmiri
182	náva,	alut	None	Sinhalese
182	náva,	ā,	əː	Dhivehi
182	náva,	nevo	ˈnevo	Romani
183	jīrṇá,	jīrṇá,	dʑiːɾɳɐ	Sanskrit
183	jīrṇá,	vuḍḍha	None	Pali
183	jīrṇá,	purānā	pʊɾɑːnɑː	Hindi
183	jīrṇá,	purānā	None	Urdu
183	jīrṇá,	purāno	puɾäno	Nepali
183	jīrṇá,	purān	None	Bhojpuri
183	jīrṇá,	purāṇā	None	Punjabi
183	jīrṇá,	purāṇo,	None	Sindhi
183	jīrṇá,	junũ	None	Gujarati
183	jīrṇá,	j̈une	None	Marathi
183	jīrṇá,	purātan	None	Konkani
183	jīrṇá,	purona	puɹɔna	Assamese
183	jīrṇá,	purano	None	Bengali
183	jīrṇá,	puruṇa,	puɾuɳa	Oriya
183	jīrṇá,	None	None	Kashmiri
183	jīrṇá,	paraṇa	None	Sinhalese
183	jīrṇá,	bā	bəː	Dhivehi
183	jīrṇá,	purano	None	Romani
184	vásu,	vásu,	ʋɐsu	Sanskrit
184	vásu,	bhaddaka,	None	Pali
184	vásu,	acchā	ətʃtʃʰɑː	Hindi
184	vásu,	acchā	ətʃtʃʰɑː	Urdu
184	vásu,	rāmro	rämro	Nepali
184	vásu,	baṛhiyā̃	None	Bhojpuri
184	vásu,	caṅgā	tʃəŋɡɑː	Punjabi
184	vásu,	suṭho,	None	Sindhi
184	vásu,	sārũ	None	Gujarati
184	vásu,	cāṅgle	None	Marathi
184	vásu,	barẽ	None	Konkani
184	vásu,	bhal	bʱal	Assamese
184	vásu,	bhalo	bʱalo	Bengali
184	vásu,	bhôlô	None	Oriya
184	vásu,	None	None	Kashmiri
184	vásu,	hoⁿda	None	Sinhalese
184	vásu,	raⁿgaḷu	None	Dhivehi
184	vásu,	laćho	None	Romani
185	pāpá,	pāpá,	pɑːp	Sanskrit
185	pāpá,	pāpa	None	Pali
185	pāpá,	burā	bʊɾɑː	Hindi
185	pāpá,	burā,	ˈbərːə	Urdu
185	pāpá,	narāmro	nʌɾämro	Nepali
185	pāpá,	ख़arāb	kʰəɾɑːb	Bhojpuri
185	pāpá,	burā,	None	Punjabi
185	pāpá,	xarābu,	xaraːb	Sindhi
185	pāpá,	kharāb	None	Gujarati
185	pāpá,	vāīṭ	None	Marathi
